,Emotion,Path
578,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-01-02-01-10.wav
579,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-01-02-02-10.wav
580,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-02-01-01-10.wav
581,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-02-01-02-10.wav
582,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-02-02-01-10.wav
583,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-06-02-02-02-10.wav
584,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-01-01-01-10.wav
585,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-01-01-02-10.wav
586,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-01-02-01-10.wav
587,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-01-02-02-10.wav
588,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-02-01-01-10.wav
589,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-02-01-02-10.wav
590,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-02-02-01-10.wav
591,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-07-02-02-02-10.wav
592,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-01-01-01-10.wav
593,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-01-01-02-10.wav
594,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-01-02-01-10.wav
595,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-01-02-02-10.wav
596,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-02-01-01-10.wav
597,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-02-01-02-10.wav
598,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-02-02-01-10.wav
599,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_10\03-01-08-02-02-02-10.wav
600,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-01-01-01-01-11.wav
601,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-01-01-01-02-11.wav
602,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-01-01-02-01-11.wav
603,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-01-01-02-02-11.wav
604,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-01-01-01-11.wav
605,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-01-01-02-11.wav
606,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-01-02-01-11.wav
607,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-01-02-02-11.wav
608,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-02-01-01-11.wav
609,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-02-01-02-11.wav
610,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-02-02-01-11.wav
611,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-02-02-02-02-11.wav
612,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-01-01-01-11.wav
613,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-01-01-02-11.wav
614,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-01-02-01-11.wav
615,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-01-02-02-11.wav
616,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-02-01-01-11.wav
617,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-02-01-02-11.wav
618,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-02-02-01-11.wav
619,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-03-02-02-02-11.wav
620,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-01-01-01-11.wav
621,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-01-01-02-11.wav
622,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-01-02-01-11.wav
623,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-01-02-02-11.wav
624,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-02-01-01-11.wav
625,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-02-01-02-11.wav
626,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-02-02-01-11.wav
627,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-04-02-02-02-11.wav
628,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-05-01-01-01-11.wav
629,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-05-01-01-02-11.wav
630,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-05-01-02-01-11.wav
631,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-05-01-02-02-11.wav
632,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-05-02-01-01-11.wav
633,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-05-02-01-02-11.wav
634,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-05-02-02-01-11.wav
635,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-05-02-02-02-11.wav
636,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-06-01-01-01-11.wav
637,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-06-01-01-02-11.wav
638,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-06-01-02-01-11.wav
639,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-06-01-02-02-11.wav
640,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-06-02-01-01-11.wav
641,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-06-02-01-02-11.wav
642,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-06-02-02-01-11.wav
643,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-06-02-02-02-11.wav
644,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-07-01-01-01-11.wav
645,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-07-01-01-02-11.wav
646,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-07-01-02-01-11.wav
647,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-07-01-02-02-11.wav
648,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-07-02-01-01-11.wav
649,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-07-02-01-02-11.wav
650,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-07-02-02-01-11.wav
651,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-07-02-02-02-11.wav
652,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-08-01-01-01-11.wav
653,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-08-01-01-02-11.wav
654,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-08-01-02-01-11.wav
655,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-08-01-02-02-11.wav
656,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-08-02-01-01-11.wav
657,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-08-02-01-02-11.wav
658,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-08-02-02-01-11.wav
659,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_11\03-01-08-02-02-02-11.wav
660,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-01-01-01-01-12.wav
661,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-01-01-01-02-12.wav
662,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-01-01-02-01-12.wav
663,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-01-01-02-02-12.wav
664,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-02-01-01-01-12.wav
665,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-02-01-01-02-12.wav
666,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-02-01-02-01-12.wav
667,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-02-01-02-02-12.wav
668,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-02-02-01-01-12.wav
669,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-02-02-01-02-12.wav
670,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-02-02-02-01-12.wav
671,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-02-02-02-02-12.wav
672,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-03-01-01-01-12.wav
673,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-03-01-01-02-12.wav
674,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-03-01-02-01-12.wav
675,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-03-01-02-02-12.wav
676,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-03-02-01-01-12.wav
677,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-03-02-01-02-12.wav
678,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-03-02-02-01-12.wav
679,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-03-02-02-02-12.wav
680,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-04-01-01-01-12.wav
681,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-04-01-01-02-12.wav
682,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-04-01-02-01-12.wav
683,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-04-01-02-02-12.wav
684,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-04-02-01-01-12.wav
685,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-04-02-01-02-12.wav
686,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-04-02-02-01-12.wav
687,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-04-02-02-02-12.wav
688,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-05-01-01-01-12.wav
689,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-05-01-01-02-12.wav
690,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-05-01-02-01-12.wav
691,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-05-01-02-02-12.wav
692,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-05-02-01-01-12.wav
693,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-05-02-01-02-12.wav
694,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-05-02-02-01-12.wav
695,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-05-02-02-02-12.wav
696,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-06-01-01-01-12.wav
697,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-06-01-01-02-12.wav
698,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-06-01-02-01-12.wav
699,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-06-01-02-02-12.wav
700,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-06-02-01-01-12.wav
701,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-06-02-01-02-12.wav
702,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-06-02-02-01-12.wav
703,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-06-02-02-02-12.wav
704,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-07-01-01-01-12.wav
705,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-07-01-01-02-12.wav
706,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-07-01-02-01-12.wav
707,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-07-01-02-02-12.wav
708,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-07-02-01-01-12.wav
709,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-07-02-01-02-12.wav
710,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-07-02-02-01-12.wav
711,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-07-02-02-02-12.wav
712,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-08-01-01-01-12.wav
713,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-08-01-01-02-12.wav
714,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-08-01-02-01-12.wav
715,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-08-01-02-02-12.wav
716,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-08-02-01-01-12.wav
717,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-08-02-01-02-12.wav
718,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-08-02-02-01-12.wav
719,surprised,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_12\03-01-08-02-02-02-12.wav
720,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-01-01-01-01-13.wav
721,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-01-01-01-02-13.wav
722,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-01-01-02-01-13.wav
723,neutral,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-01-01-02-02-13.wav
724,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-02-01-01-01-13.wav
725,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-02-01-01-02-13.wav
726,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-02-01-02-01-13.wav
727,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-02-01-02-02-13.wav
728,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-02-02-01-01-13.wav
729,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-02-02-01-02-13.wav
730,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-02-02-02-01-13.wav
731,calm,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-02-02-02-02-13.wav
732,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-03-01-01-01-13.wav
733,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-03-01-01-02-13.wav
734,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-03-01-02-01-13.wav
735,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-03-01-02-02-13.wav
736,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-03-02-01-01-13.wav
737,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-03-02-01-02-13.wav
738,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-03-02-02-01-13.wav
739,happy,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-03-02-02-02-13.wav
740,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-04-01-01-01-13.wav
741,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-04-01-01-02-13.wav
742,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-04-01-02-01-13.wav
743,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-04-01-02-02-13.wav
744,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-04-02-01-01-13.wav
745,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-04-02-01-02-13.wav
746,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-04-02-02-01-13.wav
747,sad,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-04-02-02-02-13.wav
748,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-05-01-01-01-13.wav
749,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-05-01-01-02-13.wav
750,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-05-01-02-01-13.wav
751,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-05-01-02-02-13.wav
752,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-05-02-01-01-13.wav
753,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-05-02-01-02-13.wav
754,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-05-02-02-01-13.wav
755,angry,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-05-02-02-02-13.wav
756,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-06-01-01-01-13.wav
757,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-06-01-01-02-13.wav
758,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-06-01-02-01-13.wav
759,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-06-01-02-02-13.wav
760,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-06-02-01-01-13.wav
761,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-06-02-01-02-13.wav
762,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-06-02-02-01-13.wav
763,fearful,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-06-02-02-02-13.wav
764,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-07-01-01-01-13.wav
765,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-07-01-01-02-13.wav
766,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-07-01-02-01-13.wav
767,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-07-01-02-02-13.wav
768,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-07-02-01-01-13.wav
769,disgust,p:\TMSL\SEM3_Minor_Projet\Notebooks\Datasets\RAVDESS_DATASET\Actor_13\03-01-07-02-01-02-13.wav
